Date,Open,High,Low,Close,Adj Close, Volume 
6/20/2014,64.46,64.81,63.35,64.5,64.5,"46,466,000"
6/23/2014,64.32,65.66,64.22,65.37,65.37,"34,560,000"
6/24/2014,65.36,67.17,65.27,65.72,65.72,"57,335,000"
6/25/2014,65.58,67.48,65.57,67.44,67.44,"44,308,000"
6/26/2014,68,68,66.9,67.13,67.13,"47,714,000"
6/27/2014,67.31,67.7,66.84,67.6,67.6,"46,461,000"
6/30/2014,67.46,67.92,67.13,67.29,67.29,"27,102,800"
7/1/2014,67.58,68.44,67.39,68.06,68.06,"33,243,000"
7/2/2014,68.04,68.3,65.79,66.45,66.45,"41,895,000"
7/3/2014,66.86,67,65.76,66.29,66.29,"25,203,200"
7/7/2014,66.3,66.57,65.12,65.29,65.29,"28,745,000"
7/8/2014,65.06,65.56,62.21,62.76,62.76,"68,926,000"
7/9/2014,63.41,65.12,63.15,64.97,64.97,"51,432,000"
7/10/2014,63.31,65.34,63.05,64.87,64.87,"44,422,000"
7/11/2014,65.28,66.59,64.79,66.34,66.34,"39,212,000"
7/14/2014,67.13,68.17,66.9,67.9,67.9,"38,537,000"
7/15/2014,67.96,68.09,66.26,67.17,67.17,"44,213,200"
7/16/2014,67.54,67.94,67.07,67.66,67.66,"29,541,600"
7/17/2014,67.03,67.85,66.04,66.41,66.41,"38,188,000"
7/18/2014,66.8,68.46,66.16,68.42,68.42,"42,456,000"
7/21/2014,68.81,69.96,68.5,69.4,69.4,"49,539,000"
7/22/2014,69.76,69.77,68.61,69.27,69.27,"40,398,000"
7/23/2014,69.74,71.33,69.61,71.29,71.29,"78,435,000"
7/24/2014,75.96,76.74,74.51,74.98,74.98,"124,168,000"
7/25/2014,74.99,75.67,74.66,75.19,75.19,"45,917,000"
7/28/2014,75.17,75.5,73.85,74.92,74.92,"41,725,000"
7/29/2014,74.72,74.92,73.42,73.71,73.71,"41,324,000"
7/30/2014,74.21,75.19,74.13,74.68,74.68,"36,853,000"
7/31/2014,74,74.17,72.44,72.65,72.65,"43,992,000"
8/1/2014,72.22,73.22,71.55,72.36,72.36,"43,535,000"
8/4/2014,72.36,73.88,72.36,73.51,73.51,"30,777,000"
8/5/2014,73.2,73.59,72.18,72.69,72.69,"34,986,000"
8/6/2014,72.02,73.72,71.79,72.47,72.47,"30,986,000"
8/7/2014,73,74,72.7,73.17,73.17,"38,141,000"
8/8/2014,73.4,73.43,72.56,73.06,73.06,"27,202,000"
8/11/2014,73.46,73.91,73.06,73.44,73.44,"24,591,000"
8/12/2014,73.09,73.33,72.22,72.83,72.83,"27,419,000"
8/13/2014,73.12,74.25,73.05,73.77,73.77,"29,266,000"
8/14/2014,73.97,74.38,73.69,74.3,74.3,"22,207,000"
8/15/2014,74.32,74.65,73,73.63,73.63,"38,846,600"
8/18/2014,74,74.72,73.96,74.59,74.59,"23,974,000"
8/19/2014,74.81,75.58,74.51,75.29,75.29,"26,679,000"
8/20/2014,74.97,75.18,74.62,74.81,74.81,"22,917,000"
8/21/2014,74.92,75.19,74.41,74.57,74.57,"20,102,000"
8/22/2014,74.34,74.73,73.57,74.57,74.57,"20,897,000"
8/25/2014,74.94,75.28,74.79,75.02,75.02,"19,734,000"
8/26/2014,75,75.99,74.73,75.96,75.96,"23,993,000"
8/27/2014,75.27,75.49,74.46,74.63,74.63,"36,323,000"
8/28/2014,74,74.43,73.73,73.86,73.86,"21,947,000"
8/29/2014,74.3,74.82,74.01,74.82,74.82,"26,241,000"
9/2/2014,75.01,76.7,74.82,76.68,76.68,"34,979,000"
9/3/2014,77.14,77.48,75.6,75.83,75.83,"32,389,000"
9/4/2014,75.89,76.93,75.53,75.95,75.95,"26,676,000"
9/5/2014,76.1,77.38,75.6,77.26,77.26,"29,476,000"
9/8/2014,77.26,78.17,77.01,77.89,77.89,"28,183,000"
9/9/2014,77.59,78.17,76.2,76.67,76.67,"28,882,000"
9/10/2014,76.52,77.95,76.51,77.43,77.43,"29,909,000"
9/11/2014,77.13,78.36,77.05,77.92,77.92,"32,219,000"
9/12/2014,78.02,78.3,77.1,77.48,77.48,"26,676,800"
9/15/2014,77.15,77.25,73.43,74.58,74.58,"49,679,000"
9/16/2014,73.52,76.23,73.07,76.08,76.08,"37,742,000"
9/17/2014,75.96,77.25,75.57,76.43,76.43,"28,693,000"
9/18/2014,76.77,77.33,76.52,77,77,"23,031,000"
9/19/2014,77.4,78.3,76.44,77.91,77.91,"76,671,000"
9/22/2014,77,77.53,75.95,76.8,76.8,"31,961,000"
9/23/2014,76.33,78.63,76.04,78.29,78.29,"36,814,000"
9/24/2014,78.1,78.62,77.51,78.54,78.54,"30,680,000"
9/25/2014,78.6,78.94,77.13,77.22,77.22,"37,533,000"
9/26/2014,77.59,78.84,77.33,78.79,78.79,"28,872,000"
9/29/2014,78.12,79.2,77.91,79,79,"34,031,000"
9/30/2014,79.35,79.71,78.6,79.04,79.04,"35,899,000"
10/1/2014,78.78,78.82,75.9,76.55,76.55,"55,090,000"
10/2/2014,76.57,77.48,75.64,77.08,77.08,"36,488,000"
10/3/2014,77.76,78.06,77.26,77.44,77.44,"23,340,000"
10/6/2014,77.19,77.89,76.85,77.56,77.56,"25,729,000"
10/7/2014,77.05,77.95,76.24,76.29,76.29,"25,317,000"
10/8/2014,76.18,77.71,75.1,77.52,77.52,"32,976,000"
10/9/2014,77.28,77.76,75.85,75.91,75.91,"32,487,000"
10/10/2014,75.59,76.5,72.76,72.91,72.91,"52,146,000"
10/13/2014,73.23,74.78,72.52,72.99,72.99,"43,938,000"
10/14/2014,74,74.18,72.05,73.59,73.59,"50,299,000"
10/15/2014,71.69,73.8,70.32,73.21,73.21,"61,528,000"
10/16/2014,70.79,73.35,70.58,72.63,72.63,"53,529,000"
10/17/2014,74.23,76,73.75,75.95,75.95,"76,342,000"
10/20/2014,75.6,77.09,75.38,76.95,76.95,"34,701,000"
10/21/2014,77.56,78.74,77.15,78.69,78.69,"32,252,000"
10/22/2014,78.82,79.85,78.01,78.37,78.37,"41,862,000"
10/23/2014,79.38,80.63,79.01,80.04,80.04,"35,056,000"
10/24/2014,80.2,80.82,79.32,80.67,80.67,"32,248,000"
10/27/2014,80.74,80.8,79.76,80.28,80.28,"30,169,000"
10/28/2014,80.18,81.16,79.57,80.77,80.77,"74,212,000"
10/29/2014,75.45,76.88,74.78,75.86,75.86,"106,120,000"
10/30/2014,75.05,75.35,72.9,74.11,74.11,"83,270,000"
10/31/2014,74.93,75.7,74.45,74.99,74.99,"44,544,000"
11/3/2014,75.47,75.52,73.7,73.88,73.88,"40,727,000"
11/4/2014,74.23,75.77,73.65,75.76,75.76,"39,326,000"
11/5/2014,76.51,76.8,74.42,74.83,74.83,"35,913,000"
11/6/2014,74.89,75.6,74.31,75.26,75.26,"21,383,000"
11/7/2014,75.39,75.86,75.02,75.6,75.6,"20,774,000"
11/10/2014,75.36,75.48,74.61,75,75,"21,575,100"
11/11/2014,74.95,74.98,74.03,74.61,74.61,"18,715,700"
11/12/2014,74.28,75.14,73.54,74.72,74.72,"26,536,600"
11/13/2014,74.74,75.24,73.64,74.25,74.25,"26,448,500"
11/14/2014,74.27,74.93,74.04,74.88,74.88,"19,476,900"
11/17/2014,74.88,75.66,73.88,74.24,74.24,"28,701,200"
11/18/2014,74.45,74.8,73.9,74.34,74.34,"20,690,500"
11/19/2014,74.01,74.54,73.11,73.33,73.33,"25,441,200"
11/20/2014,72.8,73.99,72.51,73.6,73.6,"19,154,900"
11/21/2014,74.5,74.5,73.5,73.75,73.75,"23,060,400"
11/24/2014,73.54,74.35,73.35,74.01,74.01,"22,103,800"
11/25/2014,74.21,75.74,74.13,75.63,75.63,"32,250,200"
11/26/2014,75.53,77.78,75.51,77.62,77.62,"32,695,300"
11/28/2014,77.67,78.27,77.23,77.7,77.7,"15,992,000"
12/1/2014,77.26,77.31,74.8,75.1,75.1,"31,789,900"
12/2/2014,75.33,75.91,75.04,75.46,75.46,"16,773,900"
12/3/2014,75.38,75.73,74.4,74.88,74.88,"16,689,900"
12/4/2014,74.83,75.55,74.66,75.24,75.24,"14,362,800"
12/5/2014,75.8,76.76,75.36,76.36,76.36,"24,306,400"
12/8/2014,76.18,77.25,75.4,76.52,76.52,"25,733,900"
12/9/2014,75.2,76.93,74.78,76.84,76.84,"25,358,600"
12/10/2014,76.65,77.55,76.07,76.18,76.18,"32,210,500"
12/11/2014,76.52,78.52,76.48,77.73,77.73,"33,462,100"
12/12/2014,77.16,78.88,77.02,77.83,77.83,"28,091,600"
12/15/2014,78.46,78.58,76.56,76.99,76.99,"29,396,500"
12/16/2014,76.19,77.39,74.59,74.69,74.69,"31,554,600"
12/17/2014,75.01,76.41,74.9,76.11,76.11,"29,203,900"
12/18/2014,76.89,78.4,76.51,78.4,78.4,"34,222,100"
12/19/2014,78.75,80,78.33,79.88,79.88,"43,335,000"
12/22/2014,80.08,81.89,80,81.45,81.45,"31,395,800"
12/23/2014,82.02,82.17,80.4,80.61,80.61,"19,865,800"
12/24/2014,81.03,81.43,80.75,80.77,80.77,"7,685,500"
12/26/2014,81.02,81.28,80.51,80.78,80.78,"10,647,400"
12/29/2014,80.49,80.96,79.71,80.02,80.02,"14,134,700"
12/30/2014,79.85,80.59,79.1,79.22,79.22,"14,370,800"
12/31/2014,79.54,79.8,77.86,78.02,78.02,"19,935,400"
1/2/2015,78.58,78.93,77.7,78.45,78.45,"18,177,500"
1/5/2015,77.98,79.25,76.86,77.19,77.19,"26,452,200"
1/6/2015,77.23,77.59,75.36,76.15,76.15,"27,399,300"
1/7/2015,76.76,77.36,75.82,76.15,76.15,"22,045,300"
1/8/2015,76.74,78.23,76.08,78.18,78.18,"23,961,000"
1/9/2015,78.2,78.62,77.2,77.74,77.74,"21,157,000"
1/12/2015,77.84,78,76.21,76.72,76.72,"19,190,200"
1/13/2015,77.23,78.08,75.85,76.45,76.45,"25,179,600"
1/14/2015,76.42,77.2,76.03,76.28,76.28,"25,918,600"
1/15/2015,76.4,76.57,73.54,74.05,74.05,"34,134,000"
1/16/2015,74.04,75.32,73.84,75.18,75.18,"21,791,500"
1/20/2015,75.72,76.31,74.82,76.24,76.24,"22,821,600"
1/21/2015,76.16,77.3,75.85,76.74,76.74,"25,096,700"
1/22/2015,77.17,77.75,76.68,77.65,77.65,"19,519,500"
1/23/2015,77.65,78.19,77.04,77.83,77.83,"16,746,500"
1/26/2015,77.98,78.47,77.29,77.5,77.5,"19,260,800"
1/27/2015,76.71,76.88,75.63,75.78,75.78,"20,110,000"
1/28/2015,76.9,77.64,76,76.24,76.24,"53,306,400"
1/29/2015,76.85,78.02,74.21,78,78,"61,293,500"
1/30/2015,78,78.16,75.75,75.91,75.91,"42,649,500"
2/2/2015,76.11,76.14,73.75,74.99,74.99,"41,955,300"
2/3/2015,75.19,75.58,73.86,75.4,75.4,"26,957,700"
2/4/2015,75.09,76.35,75.01,75.63,75.63,"20,277,400"
2/5/2015,75.71,75.98,75.21,75.61,75.61,"15,062,600"
2/6/2015,75.68,75.7,74.25,74.47,74.47,"21,211,000"
2/9/2015,74.05,74.83,73.45,74.44,74.44,"16,194,300"
2/10/2015,74.85,75.34,74.5,75.19,75.19,"15,811,300"
2/11/2015,75.09,76.75,75.03,76.51,76.51,"20,877,400"
2/12/2015,76.86,76.87,75.89,76.23,76.23,"17,235,000"
2/13/2015,76.46,76.48,75.5,75.74,75.74,"18,621,900"
2/17/2015,75.3,76.91,75.08,75.6,75.6,"25,254,400"
2/18/2015,75.94,76.9,75.45,76.71,76.71,"22,426,400"
2/19/2015,76.99,79.84,76.95,79.42,79.42,"45,851,200"
2/20/2015,79.55,80.34,79.2,79.9,79.9,"36,931,700"
2/23/2015,79.96,80.19,78.38,78.84,78.84,"24,139,100"
2/24/2015,78.5,79.48,78.1,78.45,78.45,"18,897,100"
2/25/2015,78.5,80.2,78.5,79.56,79.56,"25,593,800"
2/26/2015,79.88,81.37,79.72,80.41,80.41,"31,111,900"
2/27/2015,80.68,81.23,78.62,78.97,78.97,"30,739,200"
3/2/2015,79,79.86,78.52,79.75,79.75,"21,662,500"
3/3/2015,79.61,79.7,78.52,79.6,79.6,"18,635,000"
3/4/2015,79.3,81.15,78.85,80.9,80.9,"28,126,700"
3/5/2015,81.23,81.99,81.05,81.21,81.21,"27,825,700"
3/6/2015,80.9,81.33,79.83,80.01,80.01,"24,488,600"
3/9/2015,79.68,79.91,78.63,79.44,79.44,"18,925,100"
3/10/2015,78.5,79.26,77.55,77.55,77.55,"23,067,100"
3/11/2015,77.8,78.43,77.26,77.57,77.57,"20,215,700"
3/12/2015,78.1,79.05,77.91,78.93,78.93,"16,093,300"
3/13/2015,78.6,79.38,77.68,78.05,78.05,"18,557,300"
3/16/2015,77.96,78.12,77.36,78.07,78.07,"19,305,400"
3/17/2015,78.36,79.78,78.34,79.36,79.36,"22,170,000"
3/18/2015,79.25,81.24,79.17,80.91,80.91,"36,912,400"
3/19/2015,81.12,83,81,82.75,82.75,"42,099,500"
3/20/2015,83.39,84.6,83.07,83.8,83.8,"44,466,300"
3/23/2015,83.92,84.96,83.3,84.43,84.43,"27,357,300"
3/24/2015,84.71,86.07,84.52,85.31,85.31,"32,576,500"
3/25/2015,85.5,85.52,82.92,82.92,82.92,"37,436,100"
3/26/2015,82.72,83.77,82.14,83.01,83.01,"32,794,800"
3/27/2015,83.38,83.95,82.88,83.3,83.3,"18,372,600"
3/30/2015,83.81,84.34,82.41,83.2,83.2,"24,527,700"
3/31/2015,82.9,83.5,82.21,82.22,82.22,"19,734,300"
4/1/2015,82.5,82.72,80.87,81.67,81.67,"22,058,200"
4/2/2015,82.25,82.56,81.44,81.56,81.56,"19,664,100"
4/6/2015,80.8,82.81,80.8,82.44,82.44,"19,062,900"
4/7/2015,82.65,83.42,82.22,82.32,82.32,"17,467,000"
4/8/2015,82.63,83.1,81.84,82.28,82.28,"18,966,700"
4/9/2015,82.5,82.8,81.71,82.17,82.17,"15,927,300"
4/10/2015,82.21,82.61,81.91,82.04,82.04,"12,529,700"
4/13/2015,81.93,83.94,81.92,83.01,83.01,"26,883,100"
4/14/2015,83.17,83.69,82.44,83.52,83.52,"19,634,200"
4/15/2015,83.55,83.66,82.27,82.71,82.71,"22,390,900"
4/16/2015,82.47,83.07,82.15,82.31,82.31,"13,769,700"
4/17/2015,81.48,82.11,80.37,80.78,80.78,"24,215,000"
4/20/2015,81.54,83.15,81.24,83.09,83.09,"28,796,800"
4/21/2015,84,84.49,83.54,83.62,83.62,"27,171,900"
4/22/2015,84.32,84.74,83.65,84.63,84.63,"45,548,000"
4/23/2015,84.1,85.59,82.41,82.41,82.41,"73,728,100"
4/24/2015,82.77,82.94,81.48,81.53,81.53,"29,660,400"
4/27/2015,81.87,82.93,81.63,81.91,81.91,"25,446,000"
4/28/2015,81.83,81.9,80.23,80.68,80.68,"23,775,300"
4/29/2015,80.01,81.39,79.52,80.47,80.47,"26,430,300"
4/30/2015,80.01,80.96,78.32,78.77,78.77,"28,999,000"
5/1/2015,79.24,79.76,78.11,78.99,78.99,"24,136,400"
5/4/2015,79.33,79.69,78.63,78.81,78.81,"14,692,000"
5/5/2015,78.55,78.8,77.22,77.56,77.56,"22,311,300"
5/6/2015,77.97,78.81,77.05,78.1,78.1,"28,663,000"
5/7/2015,78,78.94,77.56,78.43,78.43,"19,749,400"
5/8/2015,79.1,79.23,78.03,78.51,78.51,"19,943,600"
5/11/2015,78.48,79.03,77.93,78.01,78.01,"18,874,100"
5/12/2015,77.87,77.89,76.79,77.46,77.46,"21,285,300"
5/13/2015,77.72,78.53,77.65,78.44,78.44,"21,512,300"
5/14/2015,78.94,81.85,78.67,81.37,81.37,"49,438,000"
5/15/2015,81.41,81.52,80.18,80.42,80.42,"27,069,900"
5/18/2015,80.33,81.38,80.23,80.88,80.88,"21,613,700"
5/19/2015,81.25,81.69,80.55,80.63,80.63,"17,955,400"
5/20/2015,80.47,81.1,79.46,80.55,80.55,"23,056,900"
5/21/2015,80.19,80.92,80.08,80.48,80.48,"13,402,700"
5/22/2015,80.35,81.31,80.25,80.54,80.54,"19,567,900"
5/26/2015,80.43,80.6,79.08,79.33,79.33,"16,321,300"
5/27/2015,79.6,80.66,79.43,80.55,80.55,"14,160,900"
5/28/2015,80.25,81.07,80,80.15,80.15,"11,982,000"
5/29/2015,79.95,80.07,78.88,79.19,79.19,"16,134,600"
6/1/2015,79.3,80.38,78.66,80.29,80.29,"18,119,000"
6/2/2015,79.76,81.35,79.56,80.44,80.44,"18,923,300"
6/3/2015,81.35,82.53,81.25,82.44,82.44,"31,775,000"
6/4/2015,82.14,82.95,81.51,82.05,82.05,"20,863,900"
6/5/2015,81.87,82.46,81.51,82.14,82.14,"16,143,100"
6/8/2015,81.82,82,80.13,80.67,80.67,"16,915,500"
6/9/2015,80.6,81.19,79.32,80.67,80.67,"16,497,500"
6/10/2015,80.83,82.6,80.81,82.16,82.16,"21,531,200"
6/11/2015,82.31,82.9,81.36,81.83,81.83,"18,656,800"
6/12/2015,81.37,82.09,81.2,81.53,81.53,"11,417,900"
6/15/2015,80.55,80.93,80.07,80.71,80.71,"18,805,100"
6/16/2015,80.82,81.51,80.45,81.06,81.06,"13,693,700"
6/17/2015,81.76,82.22,81.34,81.79,81.79,"18,350,300"
6/18/2015,81.64,83.19,81.57,82.91,82.91,"26,782,600"
6/19/2015,82.83,82.98,82.12,82.51,82.51,"23,353,200"
6/22/2015,83.41,84.97,83.31,84.74,84.74,"29,383,100"
6/23/2015,84.96,87.97,84.76,87.88,87.88,"50,667,900"
6/24/2015,87.66,89.25,87.45,88.86,88.86,"41,370,200"
6/25/2015,89.26,89.4,87.84,87.98,87.98,"27,302,000"
6/26/2015,88.12,88.34,86.83,88.01,88.01,"38,214,600"
6/29/2015,86.61,87.5,85.73,85.8,85.8,"35,957,900"
6/30/2015,86.6,86.7,85.57,85.77,85.77,"23,016,500"
7/1/2015,86.77,87.95,86.49,86.91,86.91,"25,260,000"
7/2/2015,87.4,87.44,86.34,87.29,87.29,"16,908,800"
7/6/2015,86.49,88.19,86.39,87.55,87.55,"24,635,900"
7/7/2015,87.8,87.85,85.23,87.22,87.22,"33,059,900"
7/8/2015,86.29,86.75,85.45,85.65,85.65,"24,399,300"
7/9/2015,86.73,87.6,85.65,85.88,85.88,"23,307,400"
7/10/2015,87.35,88.22,86.77,87.95,87.95,"23,245,900"
7/13/2015,88.66,90.22,88.42,90.1,90.1,"29,976,700"
7/14/2015,90.46,90.8,89.65,89.68,89.68,"26,627,800"
7/15/2015,90,90.99,89.42,89.76,89.76,"30,886,600"
7/16/2015,90.28,90.86,89.77,90.85,90.85,"21,804,100"
7/17/2015,92.55,95.39,92.54,94.97,94.97,"54,001,600"
7/20/2015,95.85,98.6,95.36,97.91,97.91,"54,860,500"
7/21/2015,98.95,99.24,97.14,98.39,98.39,"39,453,300"
7/22/2015,96.74,97.58,95.92,97.04,97.04,"28,299,500"
7/23/2015,96.96,97.45,94.81,95.44,95.44,"29,418,800"
7/24/2015,97.35,97.76,95.88,96.95,96.95,"33,444,900"
7/27/2015,96.58,96.61,93.83,94.17,94.17,"38,585,400"
7/28/2015,94.84,95.56,93.31,95.29,95.29,"35,236,000"
7/29/2015,96.32,97.28,94.74,96.99,96.99,"64,648,300"
7/30/2015,94.91,95.81,91.8,95.21,95.21,"86,211,300"
7/31/2015,94.95,96.33,93.95,94.01,94.01,"46,509,000"
8/3/2015,93.53,95.08,92.8,94.14,94.14,"29,343,100"
8/4/2015,93.79,94.73,93.33,94.06,94.06,"20,136,000"
8/5/2015,95.25,97.09,95.18,96.44,96.44,"29,813,200"
8/6/2015,97.18,98.74,94.42,95.12,95.12,"42,271,300"
8/7/2015,95.38,95.4,93.61,94.3,94.3,"23,199,100"
8/10/2015,95.68,95.9,93.63,94.15,94.15,"21,624,200"
8/11/2015,93.73,94.76,92.9,93.62,93.62,"22,491,000"
8/12/2015,92.7,94.44,91.19,94.19,94.19,"27,050,500"
8/13/2015,94.05,94.73,93.35,93.43,93.43,"17,451,800"
8/14/2015,93.54,94.72,93.21,94.42,94.42,"15,929,700"
8/17/2015,94.42,94.46,93.39,93.93,93.93,"18,313,500"
8/18/2015,94.08,95.85,94.04,95.17,95.17,"22,278,800"
8/19/2015,94.63,96.1,94.16,95.31,95.31,"23,251,300"
8/20/2015,93.54,94.77,90.46,90.56,90.56,"44,598,200"
8/21/2015,87.52,89.18,85.61,86.06,86.06,"62,778,700"
8/24/2015,77.03,82.09,72,82.09,82.09,"83,710,700"
8/25/2015,86.95,87.67,83,83,83,"52,021,200"
8/26/2015,85.95,87.46,83.26,87.19,87.19,"45,124,300"
8/27/2015,89.1,90.06,87.19,89.73,89.73,"42,431,400"
8/28/2015,89.88,91.48,89.79,91.01,91.01,"33,215,900"
8/31/2015,90.6,91.05,88.89,89.43,89.43,"32,850,700"
9/1/2015,86.85,89.39,86.5,87.23,87.23,"36,097,400"
9/2/2015,88.81,89.89,87.63,89.89,89.89,"27,190,500"
9/3/2015,89.76,89.82,87.73,88.15,88.15,"27,048,200"
9/4/2015,87.2,88.39,86.7,88.26,88.26,"27,328,700"
9/8/2015,89.69,90.24,88.83,89.53,89.53,"27,012,500"
9/9/2015,90.78,91.98,90.17,90.44,90.44,"32,551,100"
9/10/2015,90.07,92.06,89.63,91.98,91.98,"26,437,400"
9/11/2015,91.68,92.08,91.13,92.05,92.05,"21,185,000"
9/14/2015,92.31,92.62,91.6,92.31,92.31,"20,127,900"
9/15/2015,92.37,93.25,91.79,92.9,92.9,"18,859,400"
9/16/2015,92.9,93.6,92.63,93.45,93.45,"16,321,200"
9/17/2015,93.37,95.51,92.9,94.34,94.34,"27,841,800"
9/18/2015,93.2,95.19,93.05,94.4,94.4,"62,300,000"
9/21/2015,94.62,96.49,94.52,95.55,95.55,"28,790,000"
9/22/2015,93.77,94.68,91.92,92.96,92.96,"36,888,900"
9/23/2015,93.4,94.32,92.8,93.97,93.97,"21,701,400"
9/24/2015,93.06,94.77,92.24,94.41,94.41,"29,106,000"
9/25/2015,95.79,95.85,92.06,92.77,92.77,"28,961,600"
9/28/2015,92.08,92.29,88.18,89.21,89.21,"41,199,900"
9/29/2015,89.1,90.06,85.72,86.67,86.67,"42,281,800"
9/30/2015,88.44,90.02,88.01,89.9,89.9,"36,169,100"
10/1/2015,90.05,90.95,88.36,90.95,90.95,"29,283,700"
10/2/2015,88.9,92.2,88.37,92.07,92.07,"37,881,700"
10/5/2015,92.94,94.27,92.66,94.01,94.01,"27,292,500"
10/6/2015,94.08,94.17,92.34,92.8,92.8,"22,172,800"
10/7/2015,93.11,93.66,91.37,92.4,92.4,"24,129,300"
10/8/2015,91.89,93.22,90.47,92.47,92.47,"27,290,500"
10/9/2015,92.9,93.74,92.24,93.24,93.24,"20,012,900"
10/12/2015,93.32,94.6,92.67,94.26,94.26,"18,449,600"
10/13/2015,93.66,95.37,93.55,94.12,94.12,"19,480,300"
10/14/2015,94.08,95.2,93.61,94.07,94.07,"19,253,400"
10/15/2015,94.99,96.3,94.9,95.96,95.96,"27,557,500"
10/16/2015,96.18,97.59,95.35,97.54,97.54,"25,412,900"
10/19/2015,97.18,98.57,96.92,98.47,98.47,"23,729,900"
10/20/2015,98.73,99.59,96.56,97,97,"30,881,800"
10/21/2015,97.37,98.18,96.47,97.11,97.11,"21,917,800"
10/22/2015,97.79,99.73,97.55,99.67,99.67,"26,392,100"
10/23/2015,101.91,102.85,100.16,102.19,102.19,"42,809,700"
10/26/2015,102.2,103.81,101.55,103.77,103.77,"25,961,200"
10/27/2015,102.94,104.1,102.4,103.7,103.7,"23,795,500"
10/28/2015,103.9,104.48,102.92,104.2,104.2,"24,081,500"
10/29/2015,103.96,105.12,103.52,104.88,104.88,"20,316,700"
10/30/2015,104.51,104.72,101.65,101.97,101.97,"33,487,100"
11/2/2015,101.72,103.47,101.18,103.31,103.31,"24,003,900"
11/3/2015,103.22,103.65,102.4,102.58,102.58,"21,242,300"
11/4/2015,103.19,104.14,102.48,103.94,103.94,"43,469,300"
11/5/2015,108.8,110.65,107.95,108.76,108.76,"63,232,900"
11/6/2015,108.04,108.74,105.91,107.1,107.1,"35,084,300"
11/9/2015,107,108.25,105.86,106.49,106.49,"26,383,500"
11/10/2015,105.96,108.15,105.24,107.91,107.91,"25,031,700"
11/11/2015,108.27,109.87,107.11,109.01,109.01,"25,057,100"
11/12/2015,108.48,109.39,108,108.02,108.02,"20,924,700"
11/13/2015,107.71,108.25,103.83,103.95,103.95,"30,278,400"
11/16/2015,103.32,104.17,100.47,104.04,104.04,"49,309,200"
11/17/2015,104.62,106.2,104.14,105.13,105.13,"26,807,200"
11/18/2015,105.8,107.88,105.39,107.77,107.77,"23,836,500"
11/19/2015,107.36,107.73,105.95,106.26,106.26,"25,520,600"
11/20/2015,106.84,107.87,106.62,107.32,107.32,"22,129,600"
11/23/2015,107.19,107.47,106.08,106.95,106.95,"19,897,200"
11/24/2015,106,106.49,104.39,105.74,105.74,"23,577,300"
11/25/2015,106.33,106.6,105.1,105.41,105.41,"15,150,800"
11/27/2015,105.78,105.96,104.86,105.45,105.45,"5,913,100"
11/30/2015,105.84,106.1,103.75,104.24,104.24,"20,383,200"
12/1/2015,104.83,107.15,104.5,107.12,107.12,"22,781,900"
12/2/2015,107,107.92,105.79,106.07,106.07,"24,429,100"
12/3/2015,106.27,106.85,103.35,104.38,104.38,"23,236,500"
12/4/2015,104.81,107.73,104.11,106.18,106.18,"21,224,700"
12/7/2015,106.48,106.83,104.66,105.61,105.61,"15,474,900"
12/8/2015,104,106.91,103.95,106.49,106.49,"20,401,800"
12/9/2015,106.18,106.44,103.55,104.6,104.6,"23,517,300"
12/10/2015,105.05,106.4,104.41,105.42,105.42,"17,454,300"
12/11/2015,104.15,104.34,101.91,102.12,102.12,"26,427,700"
12/14/2015,102.29,104.74,101.46,104.66,104.66,"24,648,100"
12/15/2015,105.3,105.8,104.28,104.55,104.55,"21,764,300"
12/16/2015,105.37,107.09,104.19,106.79,106.79,"22,680,500"
12/17/2015,107.49,107.75,106.13,106.22,106.22,"21,675,700"
12/18/2015,106.08,106.59,103.97,104.04,104.04,"35,994,200"
12/21/2015,104.91,105.15,103.6,104.77,104.77,"16,138,800"
12/22/2015,105.22,105.66,104.81,105.51,105.51,"14,597,100"
12/23/2015,105.89,106.11,103.86,104.63,104.63,"19,599,700"
12/24/2015,104.74,105.32,104.5,105.02,105.02,"6,501,800"
12/28/2015,105.02,105.98,104.53,105.93,105.93,"13,069,700"
12/29/2015,106.42,107.74,106.25,107.26,107.26,"17,179,900"
12/30/2015,107,107.25,106.06,106.22,106.22,"13,115,000"
12/31/2015,106,106.17,104.62,104.66,104.66,"18,391,100"
1/4/2016,101.95,102.24,99.75,102.22,102.22,"37,912,400"
1/5/2016,102.89,103.71,101.67,102.73,102.73,"23,258,200"
1/6/2016,101.13,103.77,100.9,102.97,102.97,"25,096,200"
1/7/2016,100.5,101.43,97.3,97.92,97.92,"45,172,900"
1/8/2016,99.88,100.5,97.03,97.33,97.33,"35,402,300"
1/11/2016,97.91,98.6,95.39,97.51,97.51,"29,932,400"
1/12/2016,99,99.96,97.55,99.37,99.37,"28,395,400"
1/13/2016,100.58,100.58,95.21,95.44,95.44,"33,410,600"
1/14/2016,95.85,98.87,92.45,98.37,98.37,"48,658,600"
1/15/2016,93.98,96.38,93.54,94.97,94.97,"46,132,800"
1/19/2016,96.53,97.42,93.92,95.26,95.26,"30,998,300"
1/20/2016,92.83,95,89.37,94.35,94.35,"59,051,400"
1/21/2016,94.91,95.99,92.62,94.16,94.16,"30,518,900"
1/22/2016,96.41,98.07,95.49,97.94,97.94,"30,495,400"
1/25/2016,98.72,99.48,96.93,97.01,97.01,"32,482,000"
