Date,Open,High,Low,Close,Adj Close, Volume 
11/15/2012,22.34,22.5,21.65,22.17,22.17,"78,857,700"
11/16/2012,22.25,23.93,22.18,23.56,23.56,"107,182,200"
11/19/2012,23.96,24.12,22.82,22.92,22.92,"85,021,300"
11/20/2012,22.73,23.9,22.7,23.1,23.1,"46,655,300"
11/21/2012,23.22,24.53,23.05,24.32,24.32,"89,862,400"
11/23/2012,24.58,24.68,23.88,24,24,"29,520,900"
11/26/2012,24.94,26.09,24.81,25.94,25.94,"123,865,000"
11/27/2012,26.04,26.5,25.46,26.15,26.15,"85,760,600"
11/28/2012,25.94,26.49,25.75,26.36,26.36,"49,205,600"
11/29/2012,26.5,27.52,26.16,27.32,27.32,"88,759,700"
11/30/2012,27.26,28,26.76,28,28,"127,049,600"
12/3/2012,28,28.88,26.98,27.04,27.04,"123,526,100"
12/4/2012,27.06,27.76,26.68,27.46,27.46,"72,869,200"
12/5/2012,27.75,27.9,27.26,27.71,27.71,"58,976,300"
12/6/2012,27.68,27.75,26.82,26.97,26.97,"46,001,500"
12/7/2012,27.07,27.78,26.84,27.49,27.49,"51,751,900"
12/10/2012,27.17,28.17,27.1,27.84,27.84,"50,608,500"
12/11/2012,28.07,28.24,27.66,27.98,27.98,"77,099,100"
12/12/2012,28,28.14,27.37,27.58,27.58,"46,704,200"
12/13/2012,27.59,28.75,27.43,28.24,28.24,"81,051,600"
12/14/2012,28.18,28.33,26.76,26.81,26.81,"91,631,600"
12/17/2012,26.77,27,26.32,26.75,26.75,"57,742,500"
12/18/2012,26.96,27.91,26.9,27.71,27.71,"60,512,900"
12/19/2012,27.83,28.22,26.95,27.41,27.41,"61,390,300"
12/20/2012,27.49,27.6,27.13,27.36,27.36,"35,574,800"
12/21/2012,26.66,27.01,26.12,26.26,26.26,"54,555,200"
12/24/2012,26.5,26.96,26.2,26.93,26.93,"28,230,100"
12/26/2012,27.03,27.18,26.38,26.51,26.51,"33,175,400"
12/27/2012,26.55,26.8,25.52,26.05,26.05,"43,481,700"
12/28/2012,25.48,26.11,25.15,25.91,25.91,"56,574,800"
12/31/2012,26.2,26.99,26.11,26.62,26.62,"60,374,500"
1/2/2013,27.44,28.18,27.42,28,28,"69,846,400"
1/3/2013,27.88,28.47,27.59,27.77,27.77,"63,140,600"
1/4/2013,28.01,28.93,27.83,28.76,28.76,"72,715,400"
1/7/2013,28.69,29.79,28.65,29.42,29.42,"83,781,800"
1/8/2013,29.51,29.6,28.86,29.06,29.06,"45,871,300"
1/9/2013,29.67,30.6,29.49,30.59,30.59,"104,787,700"
1/10/2013,30.6,31.45,30.28,31.3,31.3,"95,316,400"
1/11/2013,31.28,31.96,31.1,31.72,31.72,"89,598,000"
1/14/2013,32.08,32.21,30.62,30.95,30.95,"98,892,800"
1/15/2013,30.64,31.71,29.88,30.1,30.1,"173,242,600"
1/16/2013,30.21,30.35,29.53,29.85,29.85,"75,332,700"
1/17/2013,30.08,30.42,30.03,30.14,30.14,"40,256,700"
1/18/2013,30.31,30.44,29.27,29.66,29.66,"49,631,500"
1/22/2013,29.75,30.89,29.74,30.73,30.73,"55,243,300"
1/23/2013,31.1,31.5,30.8,30.82,30.82,"48,899,800"
1/24/2013,31.27,31.49,30.81,31.08,31.08,"43,845,100"
1/25/2013,31.41,31.93,31.13,31.54,31.54,"54,363,600"
1/28/2013,31.88,32.51,31.81,32.47,32.47,"59,682,500"
1/29/2013,32,32.07,30.71,30.79,30.79,"72,976,500"
1/30/2013,30.98,31.49,30.88,31.24,31.24,"87,682,100"
1/31/2013,29.15,31.47,28.74,30.98,30.98,"190,744,900"
2/1/2013,31.01,31.02,29.63,29.73,29.73,"85,856,700"
2/4/2013,29.06,29.2,28.01,28.11,28.11,"92,362,200"
2/5/2013,28.26,28.96,28.04,28.64,28.64,"47,948,200"
2/6/2013,28.74,29.29,28.66,29.05,29.05,"38,375,900"
2/7/2013,29.11,29.15,28.27,28.65,28.65,"34,540,100"
2/8/2013,28.89,29.17,28.51,28.55,28.55,"37,708,800"
2/11/2013,28.61,28.68,28.04,28.26,28.26,"37,361,800"
2/12/2013,27.67,28.16,27.1,27.37,27.37,"93,498,700"
2/13/2013,27.36,28.32,27.31,27.91,27.91,"50,164,000"
2/14/2013,28.02,28.63,28.01,28.5,28.5,"35,615,800"
2/15/2013,28.52,28.75,28.09,28.32,28.32,"33,109,300"
2/19/2013,28.23,29.08,28.12,28.93,28.93,"49,396,400"
2/20/2013,28.92,29.05,28.33,28.46,28.46,"42,098,200"
2/21/2013,28.28,28.55,27.15,27.28,27.28,"49,642,300"
2/22/2013,27.62,27.63,26.82,27.13,27.13,"36,350,200"
2/25/2013,27.16,27.64,27.15,27.27,27.27,"34,652,000"
2/26/2013,27.36,27.46,26.7,27.39,27.39,"31,611,700"
2/27/2013,27.34,27.34,26.63,26.87,26.87,"44,319,700"
2/28/2013,26.84,27.3,26.34,27.25,27.25,"83,027,800"
3/1/2013,27.05,28.12,26.81,27.78,27.78,"54,064,800"
3/4/2013,27.76,28.06,27.44,27.72,27.72,"32,400,700"
3/5/2013,27.88,28.18,27.21,27.52,27.52,"40,622,200"
3/6/2013,28.1,28.13,27.35,27.45,27.45,"33,532,600"
3/7/2013,27.57,28.68,27.47,28.58,28.58,"74,540,200"
3/8/2013,28.43,28.47,27.73,27.96,27.96,"44,198,900"
3/11/2013,28.01,28.64,27.83,28.14,28.14,"35,642,100"
3/12/2013,28.1,28.32,27.6,27.83,27.83,"27,569,600"
3/13/2013,27.62,27.65,26.92,27.08,27.08,"39,619,500"
3/14/2013,27.1,27.43,26.83,27.04,27.04,"27,646,400"
3/15/2013,27.03,27.06,26.56,26.65,26.65,"31,597,400"
3/18/2013,26.37,26.79,25.78,26.49,26.49,"26,653,700"
3/19/2013,26.53,26.9,26.21,26.55,26.55,"25,254,200"
3/20/2013,26.68,26.69,25.78,25.86,25.86,"44,006,500"
3/21/2013,25.66,26.11,25.56,25.74,25.74,"24,336,100"
3/22/2013,25.8,26.01,25.63,25.73,25.73,"18,456,300"
3/25/2013,25.75,25.8,25.08,25.13,25.13,"39,199,000"
3/26/2013,25.08,25.48,25.03,25.21,25.21,"26,957,200"
3/27/2013,25,26.28,24.72,26.09,26.09,"52,297,400"
3/28/2013,26.09,26.17,25.52,25.58,25.58,"28,585,700"
4/1/2013,25.63,25.89,25.28,25.53,25.53,"22,249,300"
4/2/2013,25.77,26.12,25.3,25.42,25.42,"35,153,300"
4/3/2013,25.83,26.39,25.7,26.25,26.25,"48,195,200"
4/4/2013,26.62,27.23,26.11,27.07,27.07,"82,016,800"
4/5/2013,26.86,27.8,26.61,27.39,27.39,"64,566,600"
4/8/2013,27.19,27.2,26.63,26.85,26.85,"27,256,000"
4/9/2013,26.58,26.89,26.42,26.59,26.59,"21,311,100"
4/10/2013,27.01,27.84,26.9,27.57,27.57,"45,949,400"
4/11/2013,27.48,28.1,27.25,28.02,28.02,"33,368,500"
4/12/2013,28,28,27.24,27.4,27.4,"28,697,400"
4/15/2013,27.16,27.48,26.36,26.52,26.52,"30,275,400"
4/16/2013,26.81,27.11,26.4,26.92,26.92,"27,365,900"
4/17/2013,26.65,27.2,26.39,26.63,26.63,"26,440,600"
4/18/2013,26.82,26.82,25.15,25.69,25.69,"39,059,000"
4/19/2013,25.62,25.96,25.33,25.73,25.73,"20,380,900"
4/22/2013,25.81,26.36,25.7,25.97,25.97,"25,687,600"
4/23/2013,26.22,26.33,25.77,25.98,25.98,"25,191,500"
4/24/2013,25.93,26.4,25.8,26.11,26.11,"19,729,900"
4/25/2013,26.07,26.4,26,26.14,26.14,"17,150,000"
4/26/2013,26.6,27.62,26.6,26.85,26.85,"33,018,000"
4/29/2013,27.16,27.41,26.86,26.98,26.98,"29,201,100"
4/30/2013,27.13,27.85,27.01,27.77,27.77,"36,245,700"
5/1/2013,27.85,27.92,27.31,27.43,27.43,"64,567,600"
5/2/2013,28.01,29.02,27.98,28.97,28.97,"104,257,000"
5/3/2013,29.04,29.07,28.15,28.31,28.31,"58,506,400"
5/6/2013,28.33,28.46,27.48,27.57,27.57,"43,939,400"
5/7/2013,27.55,27.85,26.85,26.89,26.89,"41,259,100"
5/8/2013,26.88,27.3,26.65,27.12,27.12,"34,654,900"
5/9/2013,27.08,27.55,26.85,27.04,27.04,"33,457,200"
5/10/2013,27.14,27.3,26.57,26.68,26.68,"30,847,100"
5/13/2013,26.6,27.33,26.53,26.82,26.82,"29,068,800"
5/14/2013,26.89,27.28,26.82,27.07,27.07,"24,930,300"
5/15/2013,26.92,26.99,26.4,26.6,26.6,"30,299,800"
5/16/2013,26.48,26.55,25.9,26.13,26.13,"35,499,100"
5/17/2013,26.4,26.6,26.2,26.25,26.25,"29,462,700"
5/20/2013,26.18,26.19,25.69,25.76,25.76,"42,402,900"
5/21/2013,25.87,26.08,25.59,25.66,25.66,"26,261,300"
5/22/2013,25.65,25.85,24.92,25.16,25.16,"45,314,500"
5/23/2013,24.8,25.53,24.77,25.06,25.06,"37,663,100"
5/24/2013,24.97,24.97,24.08,24.31,24.31,"58,727,900"
5/28/2013,24.54,24.54,23.92,24.1,24.1,"50,079,700"
5/29/2013,23.79,23.81,23.26,23.32,23.32,"64,237,800"
5/30/2013,24.13,24.78,23.93,24.55,24.55,"60,733,200"
5/31/2013,24.63,24.95,24.27,24.35,24.35,"35,925,000"
6/3/2013,24.27,24.32,23.71,23.85,23.85,"35,733,800"
6/4/2013,23.89,23.93,23.32,23.52,23.52,"34,760,800"
6/5/2013,23.35,23.71,22.79,22.9,22.9,"53,819,700"
6/6/2013,22.99,23.09,22.67,22.97,22.97,"31,260,700"
6/7/2013,23.03,23.4,22.86,23.29,23.29,"38,699,200"
6/10/2013,24.06,24.6,23.99,24.33,24.33,"58,393,000"
6/11/2013,24.03,24.35,24,24.03,24.03,"29,885,900"
6/12/2013,24.16,24.26,23.58,23.77,23.77,"26,445,800"
6/13/2013,23.72,23.83,23.27,23.73,23.73,"31,189,300"
6/14/2013,23.56,23.89,23.26,23.63,23.63,"30,677,100"
6/17/2013,23.91,24.25,23.75,24.02,24.02,"33,664,500"
6/18/2013,24.09,24.69,24.08,24.21,24.21,"36,709,100"
6/19/2013,24.2,25.19,24.1,24.31,24.31,"31,790,600"
6/20/2013,24.28,24.75,23.65,23.9,23.9,"42,765,600"
6/21/2013,24.59,24.7,24.05,24.53,24.53,"45,833,900"
6/24/2013,23.95,24.11,23.38,23.94,23.94,"40,626,000"
6/25/2013,24.14,24.43,24.04,24.25,24.25,"24,713,200"
6/26/2013,24.51,24.65,23.99,24.16,24.16,"29,890,300"
6/27/2013,24.24,24.84,24.21,24.66,24.66,"34,694,100"
6/28/2013,24.68,24.98,24.42,24.88,24.88,"96,778,900"
7/1/2013,24.97,25.06,24.62,24.81,24.81,"20,582,200"
7/2/2013,24.7,24.77,24.3,24.41,24.41,"18,394,100"
7/3/2013,24.22,24.71,24.15,24.52,24.52,"10,404,400"
7/5/2013,24.65,24.66,24.2,24.37,24.37,"20,229,500"
7/8/2013,24.47,25.04,24.42,24.71,24.71,"27,064,600"
7/9/2013,25.07,25.49,25.03,25.48,25.48,"30,387,900"
7/10/2013,25.58,25.83,25.47,25.8,25.8,"26,721,800"
7/11/2013,25.96,26,25.45,25.81,25.81,"26,777,400"
7/12/2013,25.74,25.93,25.55,25.91,25.91,"16,537,900"
7/15/2013,25.93,26.43,25.65,26.28,26.28,"24,234,000"
7/16/2013,26.39,26.75,26.01,26.32,26.32,"30,817,600"
7/17/2013,26.37,26.78,26.3,26.65,26.65,"21,518,500"
7/18/2013,26.75,26.77,26.12,26.18,26.18,"24,806,900"
7/19/2013,25.82,26.11,25.6,25.88,25.88,"46,539,700"
7/22/2013,25.99,26.13,25.72,26.05,26.05,"27,526,300"
7/23/2013,26.1,26.3,25.97,26.13,26.13,"28,221,600"
7/24/2013,26.32,26.53,26.05,26.51,26.51,"82,635,600"
7/25/2013,33.54,34.88,32.75,34.36,34.36,"365,457,900"
7/26/2013,33.77,34.73,33.56,34.01,34.01,"136,028,900"
7/29/2013,34.07,35.63,34.01,35.43,35.43,"124,718,800"
7/30/2013,35.65,37.96,35.32,37.63,37.63,"173,582,800"
7/31/2013,37.96,38.31,36.33,36.8,36.8,"154,828,700"
8/1/2013,37.3,38.29,36.92,37.49,37.49,"106,066,500"
8/2/2013,37.66,38.49,37.5,38.05,38.05,"73,058,500"
8/5/2013,38.43,39.32,38.25,39.19,39.19,"79,994,800"
8/6/2013,39.11,39.25,37.94,38.55,38.55,"63,950,800"
8/7/2013,38.61,38.94,37.7,38.87,38.87,"68,854,800"
8/8/2013,39.13,39.19,38.43,38.54,38.54,"41,301,000"
8/9/2013,38.59,38.74,38.01,38.5,38.5,"43,532,300"
8/12/2013,38.2,38.5,38.1,38.22,38.22,"31,161,000"
8/13/2013,38.24,38.32,36.77,37.02,37.02,"65,379,200"
8/14/2013,36.83,37.55,36.62,36.65,36.65,"48,423,900"
8/15/2013,36.36,37.07,36.02,36.56,36.56,"56,521,100"
8/16/2013,36.97,37.49,36.9,37.08,37.08,"45,840,800"
8/19/2013,37.43,38.28,37.14,37.81,37.81,"57,609,600"
8/20/2013,38.35,38.58,37.69,38.41,38.41,"57,995,200"
8/21/2013,38.38,38.85,38.15,38.32,38.32,"46,116,900"
8/22/2013,38.37,38.75,38.34,38.55,38.55,"21,931,200"
8/23/2013,39,40.63,38.93,40.55,40.55,"86,442,300"
8/26/2013,40.9,41.94,40.62,41.34,41.34,"94,162,400"
8/27/2013,40.68,41.2,39.42,39.64,39.64,"72,695,100"
8/28/2013,39.96,40.85,39.88,40.55,40.55,"57,918,200"
8/29/2013,40.89,41.78,40.8,41.28,41.28,"58,303,400"
8/30/2013,42.02,42.26,41.06,41.29,41.29,"67,735,100"
9/3/2013,41.84,42.16,41.51,41.87,41.87,"48,774,900"
9/4/2013,42.01,42.17,41.44,41.78,41.78,"42,581,900"
9/5/2013,41.79,42.77,41.77,42.66,42.66,"50,035,400"
9/6/2013,43.09,44.61,42.4,43.95,43.95,"117,535,700"
9/9/2013,44.36,44.79,43.7,44.04,44.04,"75,794,700"
9/10/2013,44.24,44.26,43.23,43.6,43.6,"54,540,300"
9/11/2013,43.39,45.09,43.11,45.04,45.04,"72,328,300"
9/12/2013,45.53,45.62,44.65,44.75,44.75,"68,072,300"
9/13/2013,45.04,45.08,43.93,44.31,44.31,"52,765,300"
9/16/2013,44.85,44.94,42.43,42.51,42.51,"70,424,200"
9/17/2013,42.5,45.44,42.43,45.07,45.07,"91,934,600"
9/18/2013,44.84,45.47,44.4,45.23,45.23,"79,317,000"
9/19/2013,45.51,46.05,45.23,45.98,45.98,"63,972,400"
9/20/2013,46.32,47.6,45.74,47.49,47.49,"115,508,400"
9/23/2013,47.28,47.55,46.29,47.19,47.19,"75,177,000"
9/24/2013,48.51,49.66,48.16,48.45,48.45,"136,716,100"
9/25/2013,49.23,49.54,48.46,49.46,49.46,"87,879,700"
9/26/2013,50.01,50.6,49.5,50.39,50.39,"98,220,100"
9/27/2013,50.29,51.28,49.86,51.24,51.24,"81,410,500"
9/30/2013,50.14,51.6,49.8,50.23,50.23,"100,095,000"
10/1/2013,49.97,51.03,49.45,50.42,50.42,"98,114,000"
10/2/2013,50.13,51.1,49.95,50.28,50.28,"62,834,000"
10/3/2013,50.47,50.72,49.06,49.18,49.18,"82,045,000"
10/4/2013,49.77,51.16,49.57,51.04,51.04,"74,447,000"
10/7/2013,50.73,51.29,50.4,50.52,50.52,"57,204,000"
10/8/2013,50.6,50.6,47.08,47.14,47.14,"136,081,000"
10/9/2013,47.38,47.84,45.26,46.77,46.77,"147,297,000"
10/10/2013,47.87,49.68,47.83,49.05,49.05,"99,774,000"
10/11/2013,49.18,49.87,48.79,49.11,49.11,"58,428,000"
10/14/2013,48.31,49.63,47.91,49.51,49.51,"68,781,000"
10/15/2013,49.99,51,49.18,49.5,49.5,"81,167,000"
10/16/2013,50.04,51.24,49.9,51.14,51.14,"64,678,000"
10/17/2013,51.12,52.22,50.95,52.21,52.21,"71,522,000"
10/18/2013,54.18,54.83,53.6,54.22,54.22,"88,260,000"
10/21/2013,54.68,54.81,53.51,53.85,53.85,"58,235,000"
10/22/2013,54.33,54.76,52.2,52.68,52.68,"83,204,000"
10/23/2013,51.75,52.25,51.13,51.9,51.9,"57,207,000"
10/24/2013,52.38,52.84,51.59,52.45,52.45,"46,775,000"
10/25/2013,53.18,53.24,51.88,51.95,51.95,"45,085,000"
10/28/2013,51.54,51.7,49.61,50.23,50.23,"73,472,000"
10/29/2013,50.73,50.79,49.25,49.4,49.4,"102,143,000"
10/30/2013,50,50.21,48.75,49.01,49.01,"127,073,000"
10/31/2013,47.16,52,46.5,50.21,50.21,"248,809,000"
11/1/2013,50.85,52.09,49.72,49.75,49.75,"95,033,000"
11/4/2013,49.37,49.75,48.02,48.22,48.22,"80,371,000"
11/5/2013,47.79,50.18,47.51,50.11,50.11,"76,835,000"
11/6/2013,50.26,50.45,48.71,49.12,49.12,"67,889,000"
11/7/2013,49.24,49.87,47.3,47.56,47.56,"97,128,000"
11/8/2013,47.81,48.65,47.25,47.53,47.53,"70,731,000"
11/11/2013,47.04,47.53,45.73,46.2,46.2,"80,910,000"
11/12/2013,46,47.37,45.83,46.61,46.61,"68,196,000"
11/13/2013,46.23,48.74,46.06,48.71,48.71,"79,245,000"
11/14/2013,48.7,49.57,48.03,48.99,48.99,"75,117,000"
11/15/2013,49.11,49.48,48.71,49.01,49.01,"42,453,000"
11/18/2013,48.47,48.84,45.8,45.83,45.83,"85,910,000"
11/19/2013,46.26,47,45.72,46.36,46.36,"75,602,000"
11/20/2013,46.61,47.55,46.31,46.43,46.43,"53,933,000"
11/21/2013,46.99,47.46,46.69,46.7,46.7,"34,886,000"
11/22/2013,47.04,47.27,45.96,46.23,46.23,"40,545,000"
11/25/2013,46.36,46.65,44.04,44.82,44.82,"82,565,000"
11/26/2013,44.66,46.17,43.55,45.89,45.89,"82,016,000"
11/27/2013,45.97,46.67,45.53,46.49,46.49,"44,993,000"
11/29/2013,46.75,47.21,46.5,47.01,47.01,"22,953,900"
12/2/2013,46.9,47.54,46.26,47.06,47.06,"50,774,000"
12/3/2013,46.75,47.2,46.29,46.73,46.73,"32,086,000"
12/4/2013,46.46,48.77,46.26,48.62,48.62,"60,890,000"
12/5/2013,48.15,48.7,47.87,48.34,48.34,"43,855,000"
12/6/2013,48.98,49.39,47.71,47.94,47.94,"42,938,000"
12/9/2013,48.09,48.97,47.74,48.84,48.84,"36,056,000"
12/10/2013,48.64,50.77,48.54,50.25,50.25,"68,479,000"
12/11/2013,50.55,50.77,49.01,49.38,49.38,"65,776,000"
12/12/2013,51.05,52.07,50.66,51.83,51.83,"92,723,000"
12/13/2013,51.66,53.5,51.34,53.32,53.32,"82,641,000"
12/16/2013,53.25,54.5,52.91,53.81,53.81,"85,119,000"
12/17/2013,54.76,55.18,54.24,54.86,54.86,"78,751,000"
12/18/2013,54.86,55.89,53.75,55.57,55.57,"76,003,000"
12/19/2013,54.33,55.19,53.95,55.05,55.05,"89,753,200"
12/20/2013,54.93,55.15,54.23,55.12,55.12,"239,824,000"
12/23/2013,55.5,58.32,55.45,57.77,57.77,"98,297,000"
12/24/2013,58.27,58.58,56.91,57.96,57.96,"46,617,800"
12/26/2013,58.32,58.38,57.37,57.73,57.73,"55,101,000"
12/27/2013,57.48,57.68,55.25,55.44,55.44,"60,466,000"
12/30/2013,54.93,55.18,53.43,53.71,53.71,"68,307,000"
12/31/2013,54.12,54.86,53.91,54.65,54.65,"43,076,200"
1/2/2014,54.83,55.22,54.19,54.71,54.71,"43,195,500"
1/3/2014,55.02,55.65,54.53,54.56,54.56,"38,246,200"
1/6/2014,54.42,57.26,54.05,57.2,57.2,"68,852,600"
1/7/2014,57.7,58.55,57.22,57.92,57.92,"77,207,400"
1/8/2014,57.6,58.41,57.23,58.23,58.23,"56,682,400"
1/9/2014,58.65,58.96,56.65,57.22,57.22,"92,253,300"
1/10/2014,57.13,58.3,57.06,57.94,57.94,"42,449,500"
1/13/2014,57.91,58.25,55.38,55.91,55.91,"63,010,900"
1/14/2014,56.46,57.78,56.1,57.74,57.74,"37,503,600"
1/15/2014,57.98,58.57,57.27,57.6,57.6,"33,663,400"
1/16/2014,57.26,58.02,56.83,57.19,57.19,"34,541,800"
1/17/2014,57.3,57.82,56.07,56.3,56.3,"40,849,200"
1/21/2014,56.6,58.58,56.5,58.51,58.51,"48,669,200"
1/22/2014,58.85,59.31,57.1,57.51,57.51,"61,352,900"
1/23/2014,56.37,56.68,55.69,56.63,56.63,"47,951,800"
1/24/2014,56.15,56.42,54.4,54.45,54.45,"55,200,700"
1/27/2014,54.73,54.94,51.85,53.55,53.55,"73,924,100"
1/28/2014,54.02,55.28,54,55.14,55.14,"48,191,200"
1/29/2014,54.61,54.95,53.19,53.53,53.53,"92,995,600"
1/30/2014,62.12,62.5,60.46,61.08,61.08,"150,178,900"
1/31/2014,60.47,63.37,60.17,62.57,62.57,"87,794,600"
2/3/2014,63.03,63.77,60.7,61.48,61.48,"74,866,600"
2/4/2014,62.05,63.14,61.82,62.75,62.75,"45,985,500"
2/5/2014,62.74,63.16,61.27,62.19,62.19,"51,685,100"
2/6/2014,61.46,62.78,61.46,62.16,62.16,"42,086,500"
2/7/2014,62.27,64.57,62.22,64.32,64.32,"60,704,300"
2/10/2014,64.3,64.49,63.47,63.55,63.55,"43,666,100"
2/11/2014,63.75,65,63.35,64.85,64.85,"45,675,600"
2/12/2014,64.92,65.06,64.05,64.45,64.45,"47,282,100"
2/13/2014,64.18,67.33,64.05,67.33,67.33,"61,911,700"
2/14/2014,67.5,67.58,66.72,67.09,67.09,"36,694,900"
2/18/2014,66.94,67.54,66.07,67.3,67.3,"43,809,900"
2/19/2014,67.05,69.08,67,68.06,68.06,"62,087,100"
2/20/2014,67.73,70.11,65.73,69.63,69.63,"130,928,900"
2/21/2014,69.69,69.96,68.45,68.59,68.59,"70,932,400"
2/24/2014,68.74,71.44,68.54,70.78,70.78,"76,620,300"
2/25/2014,70.95,71,69.45,69.85,69.85,"52,077,000"
2/26/2014,70.19,71.22,68.85,69.26,69.26,"55,322,700"
2/27/2014,69.34,70.01,68.87,68.94,68.94,"41,653,700"
2/28/2014,69.47,69.88,67.38,68.46,68.46,"66,783,700"
3/3/2014,66.96,68.05,66.51,67.41,67.41,"56,824,100"
3/4/2014,68.66,68.9,67.62,68.8,68.8,"42,013,500"
3/5/2014,69.69,71.97,69.62,71.57,71.57,"74,567,700"
3/6/2014,71.88,71.89,70.25,70.84,70.84,"46,026,500"
3/7/2014,71.08,71.18,69.47,69.8,69.8,"38,927,000"
3/10/2014,70.77,72.15,70.51,72.03,72.03,"59,871,600"
3/11/2014,72.5,72.59,69.96,70.1,70.1,"59,408,300"
3/12/2014,69.86,71.35,69,70.88,70.88,"46,340,500"
3/13/2014,71.29,71.35,68.15,68.83,68.83,"57,091,000"
3/14/2014,68.49,69.43,67.46,67.72,67.72,"48,227,000"
3/17/2014,68.18,68.95,66.62,68.74,68.74,"52,197,000"
3/18/2014,68.76,69.6,68.3,69.19,69.19,"40,827,000"
3/19/2014,69.17,69.29,67.47,68.24,68.24,"43,981,000"
3/20/2014,68.01,68.23,66.82,66.97,66.97,"44,439,000"
3/21/2014,67.53,67.92,66.18,67.24,67.24,"59,999,900"
3/24/2014,67.19,67.36,63.36,64.1,64.1,"85,696,000"
3/25/2014,64.89,66.19,63.78,64.89,64.89,"68,786,000"
3/26/2014,64.74,64.95,60.37,60.39,60.39,"97,503,900"
3/27/2014,60.51,61.9,57.98,60.97,60.97,"112,650,000"
3/28/2014,61.34,61.95,59.34,60.01,60.01,"67,052,000"
3/31/2014,60.78,61.52,59.87,60.24,60.24,"53,011,000"
4/1/2014,60.46,62.66,60.24,62.62,62.62,"59,291,000"
4/2/2014,63.21,63.91,62.21,62.72,62.72,"66,277,000"
4/3/2014,62.55,63.17,59.13,59.49,59.49,"83,859,000"
4/4/2014,59.94,60.2,56.32,56.75,56.75,"125,214,400"
4/7/2014,55.9,58,55.44,56.95,56.95,"108,488,000"
4/8/2014,57.68,58.71,57.17,58.19,58.19,"78,836,000"
4/9/2014,59.63,62.46,59.19,62.41,62.41,"100,215,000"
4/10/2014,63.08,63.18,58.68,59.16,59.16,"114,988,000"
4/11/2014,57.6,60.31,57.31,58.53,58.53,"91,452,000"
4/14/2014,60.09,60.45,57.78,58.89,58.89,"72,325,000"
4/15/2014,59.29,59.68,55.88,59.09,59.09,"108,623,000"
4/16/2014,59.79,60.19,57.74,59.72,59.72,"78,774,000"
4/17/2014,59.3,60.58,58.72,58.94,58.94,"88,040,000"
4/21/2014,59.46,61.24,59.15,61.24,61.24,"60,364,000"
4/22/2014,62.65,63.44,62.22,63.03,63.03,"60,631,000"
4/23/2014,63.45,63.48,61.26,61.36,61.36,"95,908,700"
4/24/2014,63.6,63.65,59.77,60.87,60.87,"138,769,000"
4/25/2014,59.97,60.01,57.57,57.71,57.71,"92,502,000"
4/28/2014,58.05,58.31,54.66,56.14,56.14,"107,758,000"
4/29/2014,56.09,58.28,55.84,58.15,58.15,"75,557,000"
4/30/2014,57.58,59.85,57.16,59.78,59.78,"76,093,000"
5/1/2014,60.43,62.28,60.21,61.15,61.15,"82,429,000"
5/2/2014,61.3,61.89,60.18,60.46,60.46,"54,189,000"
5/5/2014,59.67,61.35,59.18,61.22,61.22,"46,057,000"
5/6/2014,60.98,61.15,58.49,58.53,58.53,"55,901,000"
5/7/2014,58.77,59.3,56.26,57.39,57.39,"78,587,000"
5/8/2014,57.23,58.82,56.5,56.76,56.76,"61,251,000"
5/9/2014,56.85,57.65,56.38,57.24,57.24,"52,584,000"
5/12/2014,57.98,59.9,57.98,59.83,59.83,"48,575,000"
5/13/2014,59.66,60.89,59.51,59.83,59.83,"48,525,000"
5/14/2014,59.53,60.45,58.95,59.23,59.23,"47,429,000"
5/15/2014,59.26,59.38,57.52,57.92,57.92,"56,814,000"
5/16/2014,58.31,58.45,57.31,58.02,58.02,"47,933,000"
5/19/2014,57.89,59.56,57.57,59.21,59.21,"43,034,000"
5/20/2014,59.5,60.19,58.18,58.56,58.56,"53,931,000"
5/21/2014,58.56,60.5,58.25,60.49,60.49,"58,992,000"
5/22/2014,60.94,61.48,60.4,60.52,60.52,"54,200,000"
5/23/2014,60.41,61.45,60.15,61.35,61.35,"38,294,000"
5/27/2014,61.62,63.51,61.57,63.48,63.48,"55,682,000"
5/28/2014,63.39,64.14,62.62,63.51,63.51,"47,795,000"
5/29/2014,63.84,64.3,63.51,63.83,63.83,"42,700,000"
5/30/2014,63.95,64.17,62.56,63.3,63.3,"45,253,500"
6/2/2014,63.23,63.59,62.05,63.08,63.08,"35,996,000"
6/3/2014,62.62,63.42,62.32,62.87,62.87,"32,217,000"
6/4/2014,62.45,63.59,62.07,63.34,63.34,"36,514,000"
6/5/2014,63.66,64.36,62.82,63.19,63.19,"47,352,000"
6/6/2014,63.37,63.48,62.15,62.5,62.5,"42,442,000"
6/9/2014,62.4,63.34,61.79,62.88,62.88,"37,617,000"
6/10/2014,63.53,65.82,63.5,65.77,65.77,"69,338,000"
6/11/2014,65.32,65.8,64.9,65.78,65.78,"44,242,000"
6/12/2014,65.85,66.47,64.06,64.29,64.29,"55,730,000"
6/13/2014,64.7,64.97,63.83,64.5,64.5,"29,419,000"
6/16/2014,64.16,64.88,63.75,64.19,64.19,"31,046,000"
6/17/2014,64.1,64.88,63.93,64.4,64.4,"27,715,000"
6/18/2014,64.49,65.75,64.05,65.6,65.6,"35,570,000"
6/19/2014,65.46,65.58,64.21,64.34,64.34,"34,245,000"
